accuracy/TriangPrismIsosc,n_examples/TriangPrismIsosc,accuracy/parallelepiped,n_examples/parallelepiped,accuracy/sphere,n_examples/sphere,accuracy/wire,n_examples/wire,accuracy/avg_geom,loss/validation_geom,accuracy/Au,n_examples/Au,accuracy/SiN,n_examples/SiN,accuracy/SiO2,n_examples/SiO2,accuracy/avg_mat,loss/validation_mat,MSE/ShortestDim,MAE/ShortestDim,MSE/MiddleDim,MAE/MiddleDim,MSE/LongDim,MAE/LongDim,MSE/log Area/Vol,MAE/log Area/Vol,loss/validation_dim,loss/validation
0.492,500.0,0.312,500.0,0.8627450980392157,102.0,0.525,200.0,0.45698924731182794,1.1747331209080194,0.3602150537634409,1302.0,0.0,0.0,0.0,0.0,0.3602150537634409,1.1751738942346999,2.981269021920528,1.199565184281169,9.084981376308084,1.5125818677395353,111.29073566958286,6.664771482874904,8.802056964458226,2.2581073509017076,132.1590430322697,134.5089500474124
