accuracy/TriangPrismIsosc,n_examples/TriangPrismIsosc,accuracy/parallelepiped,n_examples/parallelepiped,accuracy/sphere,n_examples/sphere,accuracy/wire,n_examples/wire,accuracy/avg_geom,loss/validation_geom,accuracy/Au,n_examples/Au,accuracy/SiN,n_examples/SiN,accuracy/SiO2,n_examples/SiO2,accuracy/avg_mat,loss/validation_mat,MSE/ShortestDim,MAE/ShortestDim,MSE/MiddleDim,MAE/MiddleDim,MSE/LongDim,MAE/LongDim,MSE/log Area/Vol,MAE/log Area/Vol,loss/validation_dim,loss/validation
0.7846666666666666,1500.0,0.7126666666666667,1500.0,1.0,306.0,0.925,600.0,0.7954429083461342,0.5965035417051847,0.10291858678955453,1302.0,0.32565284178187404,1302.0,0.4846390168970814,1302.0,0.30440348182283666,1.1745585376521714,0.7455730871724215,0.5143932104415914,7.216711037414109,1.944046832327347,147.23532923587578,7.1541547960827305,10.727826426594428,3.0809342877045696,165.92543978705672,167.69650186641408
