class_acc_TriangPrismIsosc,class_acc_parallelepiped,class_acc_sphere,class_acc_wire,overall_acc,cross_entropy_loss
0.23966666666666667,0.7726666666666666,0.0,0.0,0.38871112248816075,0.019647501562585542
