accuracy/TriangPrismIsosc,n_examples/TriangPrismIsosc,accuracy/parallelepiped,n_examples/parallelepiped,accuracy/sphere,n_examples/sphere,accuracy/wire,n_examples/wire,accuracy/avg_geom,loss/validation_geom,accuracy/Au,n_examples/Au,accuracy/SiN,n_examples/SiN,accuracy/SiO2,n_examples/SiO2,accuracy/avg_mat,loss/validation_mat,MSE/ShortestDim,MAE/ShortestDim,MSE/MiddleDim,MAE/MiddleDim,MSE/LongDim,MAE/LongDim,MSE/log Area/Vol,MAE/log Area/Vol,loss/validation_dim,loss/validation
0.71,500.0,0.65,500.0,1.0,102.0,0.86,200.0,0.7327188940092166,0.9190902314427811,0.07526881720430108,1302.0,0.0,0.0,0.0,0.0,0.07526881720430108,1.5592660156812537,0.8020496983681956,0.5738452685776577,4.482342176539923,1.3435904902796592,115.06191890030962,6.868792966031076,10.224136704124064,2.990484861734276,130.5704474793418,133.04880372646582
