class_acc_TriangPrismIsosc,class_acc_parallelepiped,class_acc_sphere,class_acc_wire,overall_acc,avg_cross_entropy_loss
0.9026666666666666,0.08566666666666667,0.0,0.09333333333333334,0.3938307948291309,0.07026232976423981
