class_acc_TriangPrismIsosc,class_acc_parallelepiped,class_acc_sphere,class_acc_wire,overall_acc,cross_entropy_loss
0.377,0.621,0.024469820554649267,0.013333333333333334,0.3871752207858697,0.020239958289520056
